,Input params,Predicted curves
0,3.3199353555828472,0.0030096828937530517
1,4.380649957788372,2.633445978164673
2,0.7772074109622824,0.4656651020050049
3,1.0432253131179783,2.013551712036133
4,1.8228717779345944,0.0033708802858988442
5,3.307043259285416,2.6453583240509033
6,0.5438896876747157,0.39496445655822754
7,2.862539597902916,1.7351728677749634
8,3.691608460414786,0.00501878023147583
9,2.6555625675612626,3.8150827884674072
10,0.7851413059415053,0.6176064610481262
11,2.3876046015031607,2.6046018600463867
12,2.5370773454656335,0.002869703769683838
13,3.010687300612891,2.5333259105682373
14,0.2981010511463545,0.4524359703063965
15,2.819884529888675,1.9505168199539185
16,2.0631659376795124,0.005724083582560221
17,3.706165176426854,4.112174034118652
18,0.7750316162928566,0.5734379887580872
19,1.0696248398503752,2.500638008117676
20,0.40233405335249495,0.004030482769012451
21,3.0703673751822187,3.381150007247925
22,0.6631351393746394,0.5585777163505554
23,2.22225766973981,2.4400665760040283
24,3.6335764530659347,0.004435437520345052
25,3.8871579606292865,3.3931217193603516
26,0.26092956088837027,0.4596405625343323
27,1.1206712849214115,2.0906596183776855
28,5.099500646362625,0.0025695912043253583
29,4.325013434958123,2.2684943675994873
30,0.22573573717544076,0.41291260719299316
31,1.5460738974852375,1.7654114961624146
32,1.5421916157976598,0.0030482019980748493
33,2.91663872935343,2.5550007820129395
34,0.7273268933782444,0.45073580741882324
35,3.066714958635856,1.9195635318756104
36,1.959245084097639,0.003102062543233236
37,4.891312964925091,2.6743977069854736
38,0.27290430497023666,0.468886137008667
39,1.0181648452555037,2.0330214500427246
40,3.0121210120460296,0.00427001158396403
41,4.49757748745639,3.268280029296875
42,0.294904894946711,0.4811474084854126
43,1.3788337001475455,2.1043195724487305
44,3.476696833246661,0.0009609750906626383
45,3.90276007725529,0.8962682485580444
46,0.24560708616259236,0.19738782942295074
47,2.0335766227544285,0.8009334802627563
48,3.723763724230715,0.003978361288706461
49,2.2487917762603606,3.335036039352417
50,0.5704787614892094,0.56243896484375
51,2.8684112727179247,2.428643226623535
52,3.293823128091058,0.0033230759700139363
53,4.026445834771693,2.833838939666748
54,0.37957019301442996,0.49306464195251465
55,1.917207831169723,2.1216540336608887
56,1.878035787936415,0.0036118292808532716
57,3.793014761179279,3.10210919380188
58,0.735727076531397,0.533087432384491
59,1.665738664790393,2.3113930225372314
60,2.438528155567827,0.00394183079401652
61,3.64435661256107,2.9158146381378174
62,0.23364821647524464,0.4270203709602356
63,3.0393668341067106,1.8458452224731445
64,3.964958336679574,0.0041429702440897625
65,4.266896680984114,3.4444239139556885
66,0.4730044988628667,0.577277421951294
67,2.2673804913414903,2.4914588928222656
68,2.8465207599566384,0.0033103289206822713
69,4.939394098622696,2.8173329830169678
70,0.4465097176154198,0.48933470249176025
71,1.210817353535409,2.1000819206237793
72,2.2581185053571815,0.004751030604044596
73,3.7433572896760916,3.490102767944336
74,0.36298108845938926,0.48284226655960083
75,2.847179714963831,2.1355791091918945
76,2.9535885977720056,0.0032984487215677897
77,5.1850942335832535,2.7349557876586914
78,0.4455883006089819,0.47639596462249756
79,1.1213894768120998,2.031181812286377
80,1.724470210228799,0.00577685276667277
81,4.453054596433434,4.020569324493408
82,0.6379404470290089,0.5791800618171692
83,1.0382661033005802,2.448521137237549
84,1.274797289333407,0.004133069515228271
85,3.357068455965286,3.3259124755859375
86,0.24713258480559752,0.5595557689666748
87,1.5616567453634662,2.3913447856903076
88,4.291159561928882,0.0024308214584986367
89,3.526676710665683,2.0697860717773438
90,0.6375505030716209,0.37811732292175293
91,1.1552837877306512,1.599915623664856
92,2.413451979299284,0.003549311955769857
93,4.674530546785617,2.8994762897491455
94,0.7580355834752541,0.42616790533065796
95,2.841995637755552,1.9160443544387817
96,2.3120023750137815,0.00444343090057373
97,3.490093543243131,3.4739861488342285
98,0.3914127300204772,0.5136911869049072
99,1.0575500376892886,2.2591958045959473
100,3.3546515862004034,0.004094225565592448
101,5.468857655283362,3.1222286224365234
102,0.41336445811138883,0.43496423959732056
103,1.5717769631510135,1.949734091758728
104,2.4638756234713672,0.0034165287017822264
105,2.813118686682396,2.9215078353881836
106,0.26641336780827984,0.5067034363746643
107,3.0471517034359272,2.191516637802124
108,3.896440537696908,0.0036345183849334716
109,2.343685840752629,2.9599571228027344
110,0.20655915947971784,0.5073989629745483
111,2.885475634790498,2.1604113578796387
112,3.433736275498308,0.0043850151697794595
113,2.4274099327990823,3.204987049102783
114,0.4603797035545292,0.4349365830421448
115,2.776659662839366,1.9348673820495605
116,3.11463426961917,0.003958459695180257
117,3.490187230113428,2.915259599685669
118,0.47799216249897253,0.39583465456962585
119,2.5224516524603016,1.7654951810836792
120,1.6955837725173921,0.003256969650586446
121,3.387081567637563,2.5324134826660156
122,0.7372630763068437,0.3394761383533478
123,2.0663230961415247,1.568117380142212
124,2.6058214835789064,0.004045110543568929
125,3.1857382691776923,3.14593505859375
126,0.37533567821591785,0.4498031735420227
