,Input params,Predicted params
0,3.4384484827629564,3.4822797775268555
1,3.4139035032559235,3.3602051734924316
2,0.6228964751441842,0.6365984082221985
3,2.76563167749556,2.8514273166656494
4,3.4384484827629564,3.368157386779785
5,2.348313783214004,2.3508992195129395
6,0.5770233632863824,0.5495855808258057
7,2.2314597718075015,2.3669066429138184
8,3.4384484827629564,3.6610279083251953
9,2.9073817367670385,2.9685845375061035
10,0.3126483348191867,0.3498307168483734
11,3.3927406888391953,3.1296775341033936
12,3.4384484827629564,3.5387423038482666
13,4.286659496126491,4.291414260864258
14,0.7458139920924145,0.7692421078681946
15,1.61323811919272,1.6478118896484375
16,3.4384484827629564,3.509979009628296
17,4.373809939176899,4.411799430847168
18,0.33421113828407484,0.354192852973938
19,1.3332583775827938,1.3969132900238037
20,3.4384484827629564,3.4428329467773438
21,4.731440987892359,4.529874801635742
22,0.2768468595659247,0.2881629765033722
23,2.2339998049733807,2.186459541320801
24,3.4384484827629564,3.4522039890289307
25,2.277452224025772,2.2638425827026367
26,0.25211335318827705,0.2607647776603699
27,2.762686304256302,2.9160966873168945
28,3.4384484827629564,3.504584789276123
29,4.206589443650309,4.287349700927734
30,0.5117174815795834,0.5320755839347839
31,1.0672440043880171,1.093368411064148
32,3.4384484827629564,3.5454909801483154
33,3.79809493361334,3.7376508712768555
34,0.33936731469755177,0.3639088273048401
35,2.3457220058058152,2.4190640449523926
36,3.4384484827629564,3.50451922416687
37,5.381482738587538,5.304773807525635
38,0.4489903411680902,0.46108075976371765
39,1.0779288157295965,1.1560856103897095
40,3.4384484827629564,3.471219778060913
41,4.2658105072593955,4.243017196655273
42,0.6742773596985628,0.6855990886688232
43,1.5282207460661548,1.6176526546478271
44,3.4384484827629564,3.559314727783203
45,4.942497632192789,4.911858558654785
46,0.3591889312685083,0.3853705823421478
47,1.1548661689810535,1.2083766460418701
48,3.4384484827629564,3.4291749000549316
49,4.139319847202215,4.24199104309082
50,0.3851534411672314,0.393910676240921
51,2.970257901095472,3.028914451599121
52,3.4384484827629564,3.5602197647094727
53,2.924004014638607,2.8428406715393066
54,0.5827789029789936,0.5924244523048401
55,1.6541198912653725,1.7951502799987793
56,3.4384484827629564,3.617682456970215
57,2.8725178235770317,2.7826437950134277
58,0.41149559534196084,0.43899470567703247
59,2.394279045925229,2.5036661624908447
60,3.4384484827629564,3.515428066253662
61,3.292166647266698,3.3636083602905273
62,0.22268899411983228,0.2455681562423706
63,2.7986948410694703,2.8599910736083984
64,3.4384484827629564,3.5693647861480713
65,3.183683750836291,3.14176082611084
66,0.26378401794396733,0.28957104682922363
67,2.6035115570869456,2.7562050819396973
68,3.4384484827629564,3.5748205184936523
69,2.092194498067162,2.098033905029297
70,0.36110109299756066,0.36933788657188416
71,2.608269185778161,2.74033522605896
72,3.4384484827629564,3.3402507305145264
73,2.7729696597136866,2.7513575553894043
74,0.6874619829836859,0.6539908051490784
75,1.7130295683543975,1.9285906553268433
76,3.4384484827629564,3.5999410152435303
77,1.7661187016976863,1.727650761604309
78,0.47069511389119933,0.4751569330692291
79,2.857269903517932,2.8814172744750977
80,3.4384484827629564,3.443856954574585
81,4.395695486657519,4.464467525482178
